id,Community_Name,COMM_CODE,Year,Avg_Resident_Count,Total_Crime_Count,Sectors,Distinct_Longitudes,Distinct_Latitudes,crime_rate,ln_crime_rate,SHORTEST_DISTANCE_TO_LRT_METERS,SHORTEST_DISTANCE_TO_POLICE_METERS,age_75_plus_percentage,male_percentage,TotalPermits,calgary_cer_unemployment_rate,canada_unemployment_rate,calgary_cma_average_hourly_wage_rate,CLASS_CODE,COMM_NAME,property_assessment_median
986,ROSEMONT,RMT,2022,1254,29,CENTRE,-114.0900331,51.0783942,2312.599681,7.746127574,1609.568237,1614.646973,6.95,50.2,32,0.057,0.053,35.7,1,ROSEMONT,587500
987,ROCKY RIDGE,ROC,2022,8398,63,NORTHWEST,-114.2459079,51.14407648,750.178614,6.62031133,1519.866943,12167.25195,6.09,48.57,71,0.057,0.053,35.7,1,"""ROCKY RIDGE""",397500
988,ROXBORO,ROX,2022,422,6,CENTRE,-114.0676448,51.02619585,1421.800948,7.25967962,881.3292236,2070.482422,6.16,53.55,10,0.057,0.053,35.7,1,ROXBORO,1200000
989,ROYAL OAK,ROY,2022,11706,86,NORTHWEST,-114.2197619,51.14266073,734.6659833,6.599415951,1430.984985,10388.00098,2.25,48.75,62,0.057,0.053,35.7,1,"""ROYAL OAK""",462500
990,REDSTONE,RSN,2022,5848,77,NORTHEAST,-113.9575028,51.17044617,1316.689466,7.182875885,5016.906738,5193.219238,0.81,50.5,248,0.057,0.053,35.7,1,REDSTONE,437000
991,RUNDLE,RUN,2022,11688,370,NORTHEAST,-113.9700581,51.07423997,3165.639973,8.060110517,835.1165161,1794.106567,3.7,51.16,46,0.057,0.053,35.7,1,RUNDLE,370000
992,RUTLAND PARK,RUT,2022,2263,46,WEST,-114.1373606,51.01899099,2032.699956,7.617120216,2046.328857,2195.852783,12.04,48.3,38,0.057,0.053,35.7,1,"""RUTLAND PARK""",532750
993,SADDLE RIDGE,SAD,2022,22321,299,NORTHEAST,-113.9456225,51.13057324,1339.545719,7.20008582,569.2139893,684.8634033,1.74,50.23,532,0.057,0.053,35.7,1,"""SADDLE RIDGE""",411000
994,SANDSTONE VALLEY,SAN,2022,5904,55,NORTH,-114.0949625,51.13773284,931.5718157,6.836873284,5968.245117,4999.72168,5.71,49.4,21,0.057,0.053,35.7,1,"""SANDSTONE VALLEY""",425750
995,SCARBORO,SCA,2022,931,25,CENTRE,-114.1071798,51.04076553,2685.28464,7.895542013,720.8254395,3107.416504,4.2,51.78,10,0.057,0.053,35.7,1,SCARBORO,881750
996,SCENIC ACRES,SCE,2022,8067,117,NORTHWEST,-114.217341,51.11270751,1450.353291,7.279562455,1314.463623,8851.4375,7.54,49.37,49,0.057,0.053,35.7,1,"""SCENIC ACRES""",531500
997,SUNDANCE,SDC,2022,9736,101,SOUTH,-114.0420671,50.90164565,1037.387017,6.944460347,1910.383179,1343.384277,3.62,49.74,58,0.057,0.053,35.7,1,SUNDANCE,477000
998,SETON,SET,2022,1134,116,SOUTHEAST,-113.9479312,50.87415766,10229.2769,9.233009172,8981.915039,8671.402344,16.4,42.55,372,0.057,0.053,35.7,1,SETON,181500
999,SAGE HILL,SGH,2022,7924,112,NORTH,-114.1406861,51.17561697,1413.427562,7.253772928,7488.675781,9857.833008,2.12,48.06,222,0.057,0.053,35.7,1,"""SAGE HILL""",286500
1000,SHAGANAPPI,SHG,2022,1626,58,CENTRE,-114.1266523,51.04521136,3567.03567,8.179490185,410.0424194,1902.756104,2.72,50.53,60,0.057,0.053,35.7,1,SHAGANAPPI,519000
1001,SHEPARD INDUSTRIAL,SHI,2022,255,93,SOUTHEAST,-113.9927864,50.96149446,36470.58824,10.50426141,5780.375,6851.881836,9.61,55.02,20,0.057,0.053,35.7,2,"""SHEPARD INDUSTRIAL""",602500
1002,SHAWNESSY,SHN,2022,9368,229,SOUTH,-114.0739255,50.90337066,2444.491887,7.801592563,588.8694458,1086.448608,4.67,50.1,75,0.057,0.053,35.7,1,SHAWNESSY,397000
1003,SHAWNEE SLOPES,SHS,2022,1911,77,SOUTH,-114.085803,50.9261889,4029.304029,8.301348943,955.4318237,2843.977295,15.01,46.38,42,0.057,0.053,35.7,1,"""SHAWNEE SLOPES""",278000
1004,SHERWOOD,SHW,2022,6246,82,NORTH,-114.1520001,51.15999092,1312.840218,7.179948174,5618.982422,8633.541016,1.75,49.51,66,0.057,0.053,35.7,1,SHERWOOD,568500
1005,SIGNAL HILL,SIG,2022,13395,167,WEST,-114.179907,51.02326017,1246.733856,7.128282495,1727.736816,2607.82373,9.72,47.38,88,0.057,0.053,35.7,1,"""SIGNAL HILL""",552000
1006,SILVER SPRINGS,SIL,2022,8679,153,NORTHWEST,-114.1962818,51.10427454,1762.875907,7.474701793,1817.523804,7209.048828,6.37,49.4,64,0.057,0.053,35.7,1,"""SILVER SPRINGS""",511000
1007,SKYVIEW RANCH,SKR,2022,11707,208,NORTHEAST,-113.9583746,51.15612673,1776.714786,7.482521312,3456.336914,3651.623291,2.27,49,98,0.057,0.053,35.7,1,"""SKYVIEW RANCH""",175500
1008,SUNALTA,SNA,2022,3239,187,CENTRE,-114.1014859,51.04295989,5773.386848,8.661014163,263.603302,3534.115234,0.68,52.37,28,0.057,0.053,35.7,1,SUNALTA,191000
1009,SOUTH CALGARY,SOC,2022,4442,188,CENTRE,-114.1020747,51.02680215,4232.32778,8.350507423,2013.035156,3673.001709,1.71,49.7,79,0.057,0.053,35.7,1,"""SOUTH CALGARY""",320500
1010,SOMERSET,SOM,2022,8543,101,SOUTH,-114.0813808,50.89891142,1182.254477,7.075178469,868.0823364,1771.955811,4.64,49.45,31,0.057,0.053,35.7,1,SOMERSET,381500
1011,SOUTHVIEW,SOV,2022,1805,131,EAST,-113.9973392,51.03415221,7257.617729,8.889806917,1402.619019,2894.744385,8.78,53.83,24,0.057,0.053,35.7,1,SOUTHVIEW,372500
1012,SOUTHWOOD,SOW,2022,6246,257,SOUTH,-114.0831943,50.95775881,4114.633365,8.322305012,718.708252,4504.696777,6.09,50.01,58,0.057,0.053,35.7,1,SOUTHWOOD,407000
1013,SPRINGBANK HILL,SPH,2022,9943,65,WEST,-114.2098197,51.02656453,653.7262396,6.48268867,1889.054443,4179.947754,2.9,49.76,129,0.057,0.053,35.7,1,"""SPRINGBANK HILL""",622500
1014,SPRUCE CLIFF,SPR,2022,4673,63,WEST,-114.1362778,51.04865971,1348.17034,7.206503649,903.9477539,1543.843506,6.71,46.86,40,0.057,0.053,35.7,1,"""SPRUCE CLIFF""",178500
1015,SADDLE RIDGE INDUSTRIAL,SRI,2022,25,30,NORTHEAST,-113.9757297,51.12518951,120000,11.69524702,995.5325928,2180.80835, , ,5,0.057,0.053,35.7,2,"""SADDLE RIDGE INDUSTRIAL""",661500
1016,SUNNYSIDE,SSD,2022,4230,185,CENTRE,-114.0790291,51.05641953,4373.522459,8.383324018,375.8202209,4017.590576,1.97,48.76,22,0.057,0.053,35.7,1,SUNNYSIDE,266000
1017,SCARBORO/ SUNALTA WEST,SSW,2022,401,2,CENTRE,-114.114882,51.04220032,498.7531172,6.212111218,710.1702271,2595.236328,7.38,51.91,13,0.057,0.053,35.7,1,"""SCARBORO/SUNALTA WEST""",803000
1018,ST. ANDREWS HEIGHTS,STA,2022,1795,93,CENTRE,-114.1274373,51.06391056,5181.058496,8.552764657,1140.519165,3323.75415,17.07,47.96,39,0.057,0.053,35.7,1,"""ST. ANDREWS HEIGHTS""",778250
1019,STRATHCONA PARK,STR,2022,6855,56,WEST,-114.1775868,51.04741014,816.9219548,6.705543564,1166.03186,2098.678711,4.87,48.98,48,0.057,0.053,35.7,1,"""STRATHCONA PARK""",622500
1020,SUNRIDGE,SUN,2022,11,377,NORTHEAST,-113.9917006,51.0742216,3427272.727,15.04727538,720.0309448,1329.544312, , ,33,0.057,0.053,35.7,2,SUNRIDGE,1590000
1021,SILVERADO,SVO,2022,7655,52,SOUTH,-114.0712978,50.8829888,679.2945787,6.521054875,1797.299072,2773.337402,1.31,49.61,77,0.057,0.053,35.7,1,SILVERADO,422500
1022,TARADALE,TAR,2022,19026,226,NORTHEAST,-113.9340021,51.11794016,1187.848208,7.07989872,1312.21521,1031.005127,1.55,52.14,89,0.057,0.053,35.7,1,TARADALE,378500
1023,TEMPLE,TEM,2022,10977,285,NORTHEAST,-113.9467677,51.08879459,2596.337797,7.861857192,2463.013916,2205.105469,2.85,51.1,31,0.057,0.053,35.7,1,TEMPLE,359500
1024,THORNCLIFFE,THO,2022,8788,233,NORTH,-114.0687804,51.10310303,2651.34274,7.882821485,4570.599609,2225.55249,6.51,50.56,58,0.057,0.053,35.7,1,THORNCLIFFE,397500
1025,TUSCANY,TUS,2022,19884,145,NORTHWEST,-114.2408862,51.12191109,729.2295313,6.59198854,1443.759521,10721.56641,2.77,49.23,127,0.057,0.053,35.7,1,TUSCANY,510500
1026,TUXEDO PARK,TUX,2022,5326,252,CENTRE,-114.0610449,51.07421777,4731.505821,8.461998786,2448.261963,3067.821533,4.33,50.18,129,0.057,0.053,35.7,1,"""TUXEDO PARK""",466000
1027,UPPER MOUNT ROYAL,UMR,2022,2478,57,CENTRE,-114.0850257,51.02997368,2300.242131,7.740769671,1841.365356,3232.914307,5.67,51.32,37,0.057,0.053,35.7,1,"""UPPER MOUNT ROYAL""",1450000
1028,UNIVERSITY DISTRICT,UND,2022,705,47,NORTHWEST,-114.1449648,51.07385412,6666.666667,8.804875264,1684.162354,4000.280518,0,51.65,74,0.057,0.053,35.7,1,"""UNIVERSITY DISTRICT""",10000
1029,UNIVERSITY HEIGHTS,UNI,2022,2921,52,NORTHWEST,-114.1330866,51.07040418,1780.212256,7.484487881,1227.028564,3563.725342,5.08,51.05,33,0.057,0.053,35.7,1,"""UNIVERSITY HEIGHTS""",783000
1030,UNIVERSITY OF CALGARY,UOC,2022,2367,44,NORTHWEST,-114.1299338,51.07502079,1858.893114,7.527736489,740.8067017,3067.443359,0,47.86,7,0.057,0.053,35.7,1,"""UNIVERSITY OF CALGARY""",1680000
1031,VALLEY RIDGE,VAL,2022,5585,41,WEST,-114.2512974,51.09538869,734.1092211,6.59865782,4330.820313,9438.545898,6.11,49.38,30,0.057,0.053,35.7,1,"""VALLEY RIDGE""",560000
1032,VARSITY,VAR,2022,12874,409,NORTHWEST,-114.1625068,51.09605377,3176.945782,8.063675568,815.095459,4741.008789,12.74,48.96,129,0.057,0.053,35.7,1,VARSITY,495500
1033,VISTA HEIGHTS,VIS,2022,2370,105,NORTHEAST,-114.0177052,51.07193318,4430.379747,8.396240581,2551.396484,2342.014404,3.34,50.04,7,0.057,0.053,35.7,1,"""VISTA HEIGHTS""",364500
1034,WALDEN,WAL,2022,6228,46,SOUTH,-114.0326195,50.87040629,738.5998715,6.604756329,4085.29126,4459.658203,5.02,48.05,280,0.057,0.053,35.7,1,WALDEN,382000
1035,WOODBINE,WBN,2022,8866,73,SOUTH,-114.1296282,50.94023326,823.3701782,6.713405891,4120.51416,6244.878906,4.55,50.51,54,0.057,0.053,35.7,1,WOODBINE,455000
1036,WESTGATE,WGT,2022,3202,50,WEST,-114.1585939,51.04417785,1561.524047,7.353417577,757.2023315,840.7418823,6.07,48.42,31,0.057,0.053,35.7,1,WESTGATE,482500
1037,WHITEHORN,WHI,2022,12019,238,NORTHEAST,-113.9700682,51.08877987,1980.19802,7.590952129,873.4872437,1257.784546,4.66,51.86,62,0.057,0.053,35.7,1,WHITEHORN,358000
1038,WEST HILLHURST,WHL,2022,6447,199,CENTRE,-114.1151585,51.05507951,3086.706996,8.034860104,1371.124878,3160.488525,3.75,49.6,145,0.057,0.053,35.7,1,"""WEST HILLHURST""",660500
1039,WILLOW PARK,WIL,2022,5328,175,SOUTH,-114.0561955,50.9566238,3284.534535,8.096980227,1308.5802,4695.03125,10.41,50.06,78,0.057,0.053,35.7,1,"""WILLOW PARK""",511750
1040,WINSTON HEIGHTS/MOUNTVIEW,WIN,2022,3635,163,CENTRE,-114.0418487,51.0752988,4484.181568,8.408311276,2921.00415,4040.599854,6.64,51.43,82,0.057,0.053,35.7,1,"""WINSTON HEIGHTS/MOUNTVIEW""",489000
1041,WILDWOOD,WLD,2022,2709,61,WEST,-114.1585386,51.05825825,2251.753415,7.719464487,2276.291016,2293.37915,6.87,48.92,40,0.057,0.053,35.7,1,WILDWOOD,611000
1042,WINDSOR PARK,WND,2022,4584,163,CENTRE,-114.0835522,51.00504544,3555.846422,8.176348407,1542.52832,1151.949951,5.42,48.88,46,0.057,0.053,35.7,1,"""WINDSOR PARK""",176000
1043,WOODLANDS,WOO,2022,6002,76,SOUTH,-114.1061596,50.94112398,1266.244585,7.143810779,2549.984131,5192.589355,5.09,49.16,27,0.057,0.053,35.7,1,WOODLANDS,447750
1044,WEST SPRINGS,WSP,2022,10758,95,WEST,-114.2066863,51.05977297,883.0637665,6.783397414,2777.680176,4518.953613,1.59,49.09,108,0.057,0.053,35.7,1,"""WEST SPRINGS""",600250
1045,YORKVILLE,YKV,2022,14,11,SOUTH,-114.0823464,50.87035669,78571.42857,11.27176341,3234.5625,4221.477539, , ,131,0.057,0.053,35.7,1,YORKVILLE,336750
1046,ABBEYDALE,ABB,2023,5957,81,NORTHEAST,-113.9278039,51.05941501,1359.744838,7.215052342,3768.14209,4199.871582,2.2,51.35,20,0.06,0.053,36.4,1,ABBEYDALE,351500
1047,ACADIA,ACA,2023,10520,260,SOUTH,-114.053696,50.97241507,2471.48289,7.81257361,1568.291382,3086.125977,9.07,50.57,80,0.06,0.053,36.4,1,ACADIA,472500
1048,ALBERT PARK/RADISSON HEIGHTS,ALB,2023,6997,282,EAST,-113.9967779,51.04453295,4030.298699,8.301595771,389.9811707,2099.138428,3.71,51.91,38,0.06,0.053,36.4,1,"""ALBERT PARK/RADISSON HEIGHTS""",361500
1049,ALTADORE,ALT,2023,6942,92,CENTRE,-114.1007824,51.01595412,1325.266494,7.189368846,2836.883789,2916.125732,2.28,48.98,110,0.06,0.053,36.4,1,ALTADORE,814750
1050,APPLEWOOD PARK,APP,2023,6981,85,EAST,-113.9278103,51.04487483,1217.590603,7.104629269,4053.160889,4619.529785,2.9,50.81,15,0.06,0.053,36.4,1,"""APPLEWOOD PARK""",405500
1051,ARBOUR LAKE,ARB,2023,10619,186,NORTHWEST,-114.207675,51.13259471,1751.577361,7.46827201,1132.820679,9085.507813,8.37,48.77,105,0.06,0.053,36.4,1,"""ARBOUR LAKE""",519500
1052,ASPEN WOODS,ASP,2023,9446,57,WEST,-114.2083866,51.04521538,603.4300233,6.402630082,1643.640991,4024.091553,2.41,49.35,76,0.06,0.053,36.4,1,"""ASPEN WOODS""",865000
1053,AUBURN BAY,AUB,2023,17607,132,SOUTHEAST, , ,749.7018231,6.619675558,7785.311523,7251.579102,1.22,49.58,151,0.06,0.053,36.4,1,"""AUBURN BAY""",504500
1054,BONAVISTA DOWNS,BDO,2023,928,8,SOUTH,-114.0315055,50.94373043,862.0689655,6.759335274,2820.298584,4550.981445,4.97,52.76,8,0.06,0.053,36.4,1,"""BONAVISTA DOWNS""",489500
1055,BEDDINGTON HEIGHTS,BED,2023,11514,178,NORTH,-114.0849111,51.13164399,1545.944068,7.34339005,5936.874023,4046.490967,4.01,49.87,71,0.06,0.053,36.4,1,"""BEDDINGTON HEIGHTS""",402000
1056,BEL-AIRE,BEL,2023,390,6,CENTRE,-114.0889343,50.99944255,1538.461538,7.338538195,1644.597168,1201.698486,7.61,48.29,13,0.06,0.053,36.4,1,BEL-AIRE,1870000
1057,BELMONT,BLM,2023,86,9,SOUTH,-114.05528,50.86872242,10465.11628,9.255802746,3510.892334,4241.003418,0,54.72,306,0.06,0.053,36.4,1,BELMONT,459000
1058,BELTLINE,BLN,2023,25129,1237,CENTRE,-114.0551861,51.03743796,4922.599387,8.501592001,252.4011383,1374.914185,2.61,51.94,230,0.06,0.053,36.4,1,BELTLINE,167000
1059,BANFF TRAIL,BNF,2023,4153,161,CENTRE,-114.1151284,51.07421633,3876.715627,8.262743586,364.3628235,2400.795898,3.38,54.38,101,0.06,0.053,36.4,1,"""BANFF TRAIL""",655500
1060,BANKVIEW,BNK,2023,5256,174,CENTRE,-114.1004832,51.03412753,3310.502283,8.104855204,1195.243042,3557.627686,1.43,51.27,23,0.06,0.053,36.4,1,BANKVIEW,223000
1061,BOWNESS,BOW,2023,11150,354,NORTHWEST,-114.1883885,51.08334629,3174.887892,8.063027601,2947.017822,5656.612305,5.86,49.83,221,0.06,0.053,36.4,1,BOWNESS,411000
1062,BRAESIDE,BRA,2023,5805,81,SOUTH,-114.1063659,50.95600269,1395.348837,7.240899726,2238.37915,5220.638672,5.86,49.13,44,0.06,0.053,36.4,1,BRAESIDE,442500
1063,BRIDGELAND/RIVERSIDE,BRD,2023,6835,337,CENTRE,-114.0350798,51.05055069,4930.504755,8.503196646,405.9263611,2232.391357,8.45,47.93,90,0.06,0.053,36.4,1,BRIDGELAND/RIVERSIDE,275500
1064,BRENTWOOD,BRE,2023,7267,181,NORTHWEST,-114.1359192,51.09606554,2490.711435,7.820323666,1067.33728,2672.572266,7.76,50.28,90,0.06,0.053,36.4,1,BRENTWOOD,545000
1065,BRIDLEWOOD,BRI,2023,12641,71,SOUTH,-114.1102111,50.89922055,561.6644253,6.330904564,2891.437012,3660.810303,2.04,49.22,70,0.06,0.053,36.4,1,BRIDLEWOOD,431500
1066,BRITANNIA,BRT,2023,690,14,CENTRE,-114.0862774,51.012644,2028.985507,7.615291197,1826.200806,1942.412964,6.13,49.64,14,0.06,0.053,36.4,1,BRITANNIA,1640000
1067,BELVEDERE,BVD,2023,41,60,EAST,-113.904983,51.03782747,146341.4634,11.89369796,5832.635742,6402.229004, , ,94,0.06,0.053,36.4,1,BELVEDERE,315750
1068,BAYVIEW,BYV,2023,751,10,SOUTH,-114.1139643,50.97463476,1331.557923,7.194104906,2804.05835,3896.888916,8.26,47.8,13,0.06,0.053,36.4,1,BAYVIEW,979500
1069,CAMBRIAN HEIGHTS,CAM,2023,2036,27,CENTRE,-114.089379,51.08433917,1326.129666,7.190019953,2403.767578,966.4053345,6.64,50.39,37,0.06,0.053,36.4,1,"""CAMBRIAN HEIGHTS""",618000
1070,CANYON MEADOWS,CAN,2023,7624,108,SOUTH,-114.0820063,50.94095721,1416.579224,7.256000247,1083.845825,4238.694336,5.6,50.22,59,0.06,0.053,36.4,1,"""CANYON MEADOWS""",495000
1071,CAPITOL HILL,CAP,2023,4744,157,CENTRE,-114.0946312,51.07266528,3309.443508,8.10453533,1054.197754,2118.908447,3.7,52.74,118,0.06,0.053,36.4,1,"""CAPITOL HILL""",609750
1072,CARRINGTON,CAR,2023,572,52,NORTH,-114.0887654,51.18568826,9090.909091,9.115030192,10042.7832,6946.60498,1.24,49.82,432,0.06,0.053,36.4,1,CARRINGTON,486500
1073,CASTLERIDGE,CAS,2023,6127,132,NORTHEAST,-113.9610297,51.10525413,2154.398564,7.675266875,1112.139038,1016.384155,2.36,51.01,35,0.06,0.053,36.4,1,CASTLERIDGE,380500
1074,CEDARBRAE,CED,2023,6094,61,SOUTH,-114.1296216,50.95819945,1000.984575,6.90873937,3783.674805,6046.554688,5.18,49.08,25,0.06,0.053,36.4,1,CEDARBRAE,416500
1075,COUGAR RIDGE,CGR,2023,6997,36,WEST,-114.2094038,51.07188085,514.506217,6.243207639,4094.203369,5509.40332,1.07,49.76,47,0.06,0.053,36.4,1,"""COUGAR RIDGE""",624500
1076,CHAPARRAL,CHA,2023,12654,64,SOUTH,-114.0256688,50.88467246,505.7689268,6.226079899,3436.301025,3411.560303,2.45,49.73,54,0.06,0.053,36.4,1,CHAPARRAL,549500
1077,CHINOOK PARK,CHK,2023,1662,23,SOUTH,-114.088994,50.98322809,1383.87485,7.232642705,1184.178467,1997.937256,10.88,48.64,7,0.06,0.053,36.4,1,"""CHINOOK PARK""",755000
1078,CHINATOWN,CHN,2023,2471,53,CENTRE,-114.0655219,51.05282359,2144.880615,7.670839173,487.4941101,2796.670166,20.07,48.96,20,0.06,0.053,36.4,1,CHINATOWN,278500
1079,CHRISTIE PARK,CHR,2023,2128,28,WEST,-114.1760176,51.04079953,1315.789474,7.182192125,557.4190674,1745.203369,15.46,47.43,11,0.06,0.053,36.4,1,"""CHRISTIE PARK""",779500
1080,COUNTRY HILLS VILLAGE,CHV,2023,2597,63,NORTH,-114.0613954,51.15820385,2425.876011,7.79394798,7926.130371,4360.632324,15.72,45.38,5,0.06,0.053,36.4,1,"""COUNTRY HILLS VILLAGE""",184000
1081,CHARLESWOOD,CHW,2023,3569,40,NORTHWEST,-114.1122123,51.09008805,1120.762118,7.021764196,617.2336426,1784.659424,7.73,52.36,57,0.06,0.053,36.4,1,CHARLESWOOD,643500
1082,CITADEL,CIT,2023,10077,28,NORTHWEST,-114.1839369,51.14453876,277.8604743,5.627119097,2922.041016,8540.134766,2.46,49.38,47,0.06,0.053,36.4,1,CITADEL,500000
1083,CLIFF BUNGALOW,CLI,2023,1895,101,CENTRE,-114.0749017,51.03393319,5329.815303,8.581071864,1137.979126,2550.943848,2.41,49.65,22,0.06,0.053,36.4,1,"""CLIFF BUNGALOW""",239500
1084,CORNERSTONE,CNS,2023,2648,100,NORTHEAST,-113.9305705,51.15735997,3776.435045,8.236535734,3727.137939,3785.679199,0.3,53.49,1026,0.06,0.053,36.4,1,CORNERSTONE,485500
1085,COACH HILL,COA,2023,3244,17,WEST,-114.1829796,51.05838583,524.0443896,6.261576394,2325.022461,3148.549805,6.56,46.81,17,0.06,0.053,36.4,1,"""COACH HILL""",414250
1086,COLLINGWOOD,COL,2023,2249,35,NORTHWEST,-114.1024036,51.08350991,1556.247221,7.350032575,1509.693604,963.7573853,7.71,49.98,42,0.06,0.053,36.4,1,COLLINGWOOD,611500
1087,CORAL SPRINGS,COR,2023,5801,56,NORTHEAST,-113.9269485,51.10335277,965.3508016,6.87249156,2898.006104,2651.960449,4.54,51.11,28,0.06,0.053,36.4,1,"""CORAL SPRINGS""",562000
1088,COUNTRY HILLS,COU,2023,3767,37,NORTH,-114.0798938,51.14377568,982.2139634,6.88980917,7206.637207,4663.444824,4.95,49.03,26,0.06,0.053,36.4,1,"""COUNTRY HILLS""",428000
1089,COVENTRY HILLS,COV,2023,17667,169,NORTH,-114.0531434,51.16490633,956.5857248,6.863370408,7931.32959,4451.202148,1.29,50.22,111,0.06,0.053,36.4,1,"""COVENTRY HILLS""",475000
1090,COPPERFIELD,CPF,2023,13823,89,SOUTHEAST,-113.9294857,50.91781382,643.8544455,6.467472684,9926.171875,9193.566406,0.72,50.44,166,0.06,0.053,36.4,1,COPPERFIELD,413500
1091,CRANSTON,CRA,2023,19884,134,SOUTHEAST,-113.980004,50.87819417,673.9086703,6.513094598,6661.673828,6412.44043,1.75,49.74,203,0.06,0.053,36.4,1,CRANSTON,520500
1092,CRESCENT HEIGHTS,CRE,2023,6620,287,CENTRE,-114.0616132,51.05949595,4335.347432,8.374557032,1445.833496,3585.981689,5.13,50.17,84,0.06,0.053,36.4,1,"""CRESCENT HEIGHTS""",312000
1093,CRESTMONT,CRM,2023,1690,16,WEST,-114.2690859,51.08370277,946.7455621,6.853030379,5607.623047,9237.425781,1.36,50.3,44,0.06,0.053,36.4,1,CRESTMONT,706750
1094,CITYSCAPE,CSC,2023,3104,54,NORTHEAST,-113.961258,51.14703156,1739.690722,7.46146263,2475.445557,2689.75293,1.1,50.05,255,0.06,0.053,36.4,1,CITYSCAPE,538250
1095,CURRIE BARRACKS,CUR,2023,1262,11,WEST,-114.1248177,51.01572349,871.6323296,6.770367695,2843.559326,3118.220947,2.38,47.22,39,0.06,0.053,36.4,1,"""CURRIE BARRACKS""",306000
1096,DALHOUSIE,DAL,2023,8940,129,NORTHWEST,-114.1581554,51.10940994,1442.95302,7.274447001,701.0775757,4828.660156,8.07,49.58,63,0.06,0.053,36.4,1,DALHOUSIE,507000
1097,DOUGLASDALE/GLEN,DDG,2023,12881,117,SOUTHEAST,-114.0119081,50.94844437,908.3145719,6.811590763,4288.687012,5705.290039,4.25,50.25,74,0.06,0.053,36.4,1,DOUGLASDALE/GLEN,526000
1098,DIAMOND COVE,DIA,2023,690,7,SOUTH,-114.0226559,50.94621275,1014.492754,6.922144016,3495.330322,5085.394043,5.07,51.74,2,0.06,0.053,36.4,1,"""DIAMOND COVE""",598000
1099,DISCOVERY RIDGE,DIS,2023,4280,28,WEST,-114.2177188,51.01609153,654.2056075,6.483421687,3190.341797,5205.297363,4.05,49.15,22,0.06,0.053,36.4,1,"""DISCOVERY RIDGE""",374000
1100,DOWNTOWN COMMERCIAL CORE,DNC,2023,8683,1028,CENTRE,-114.0695937,51.04727444,11839.22607,9.379173541,76.88247681,2840.02417,4.13,50.65,374,0.06,0.053,36.4,1,"""DOWNTOWN COMMERCIAL CORE""",107000
1101,DOWNTOWN EAST VILLAGE,DNE,2023,3893,472,CENTRE,-114.0508479,51.04709033,12124.32571,9.402969103,438.7055054,2013.547852,5.28,59.29,25,0.06,0.053,36.4,1,"""DOWNTOWN EAST VILLAGE""",249000
1102,DOWNTOWN WEST END,DNW,2023,2785,78,CENTRE,-114.0877794,51.04796914,2800.718133,7.937631139,89.81443787,3931.493652,3.74,52.27,24,0.06,0.053,36.4,1,"""DOWNTOWN WEST END""",151500
1103,DOVER,DOV,2023,10351,300,EAST,-113.993054,51.02256772,2898.270698,7.971869527,2719.459229,3321.821289,5.56,51.83,56,0.06,0.053,36.4,1,DOVER,324000
1104,DEER RIDGE,DRG,2023,3973,58,SOUTH,-114.020234,50.92657387,1459.854015,7.28609172,3625.266357,3519.419922,5.05,48.01,29,0.06,0.053,36.4,1,"""DEER RIDGE""",413500
1105,DEER RUN,DRN,2023,5065,34,SOUTH,-114.0090877,50.92540672,671.2734452,6.509176573,4412.036133,4090.70459,3.9,50.56,19,0.06,0.053,36.4,1,"""DEER RUN""",464500
1106,EAGLE RIDGE,EAG,2023,302,44,SOUTH,-114.0967932,50.98874427,14569.53642,9.586688082,1921.300781,2367.987305,13.61,53.06,12,0.06,0.053,36.4,1,"""EAGLE RIDGE""",1580000
1107,EAU CLAIRE,EAU,2023,2030,78,CENTRE,-114.0728218,51.05360699,3842.364532,8.25384322,752.986145,3492.414795,7.65,50.2,45,0.06,0.053,36.4,1,"""EAU CLAIRE""",34000
1108,EDGEMONT,EDG,2023,15395,77,NORTHWEST,-114.1439532,51.12458785,500.1623904,6.214932826,2635.43335,5002.614746,6.3,49.04,71,0.06,0.053,36.4,1,EDGEMONT,648500
1109,ELBOW PARK,EPK,2023,3342,50,CENTRE,-114.0838053,51.02134304,1496.110114,7.310623761,1624.701782,2760.192627,5.08,50.39,54,0.06,0.053,36.4,1,"""ELBOW PARK""",1340000
1110,ERIN WOODS,ERI,2023,7049,133,EAST,-113.9676688,51.02097628,1886.792453,7.542633551,3476.33374,4828.495605,1.91,50.85,15,0.06,0.053,36.4,1,"""ERIN WOODS""",353000
1111,ERLTON,ERL,2023,1270,38,CENTRE,-114.0631465,51.02633379,2992.125984,8.003739445,702.4049072,1767.216919,3.39,51.3,10,0.06,0.053,36.4,1,ERLTON,299000
1112,EVERGREEN,EVE,2023,21500,66,SOUTH,-114.1156756,50.91871688,306.9767442,5.726771993,3027.700928,4161.682617,3.84,49.02,110,0.06,0.053,36.4,1,EVERGREEN,500500
1113,EVANSTON,EVN,2023,17685,83,NORTH,-114.1124511,51.17108484,469.3242861,6.151293971,8252.856445,8127.725098,2.48,49.48,236,0.06,0.053,36.4,1,EVANSTON,566500
1114,ELBOYA,EYA,2023,1754,33,CENTRE,-114.0736046,51.01299335,1881.413911,7.539778854,994.8292236,1708.476196,4.28,50.97,35,0.06,0.053,36.4,1,ELBOYA,801500
